step_days,final_capital,profit_pct,bh_profit_pct,sharpe,max_dd_pct,cagr_pct,win_rate_pct,n_trades,n_periods,symbol,lookback
28,12440.345934908662,24.40345934908663,17.298021274340524,2.6950504450018995,-1.1773429900943433,38.75501405295614,66.66666666666666,5,6,PFE,7
21,12372.172842342743,23.721728423427436,24.68942704027386,2.474407249585758,-3.5154217813502586,37.61601189592887,75.0,8,8,PFE,7
14,12528.242521113572,25.282425211135727,25.68195438941885,2.349276370030143,-4.0674344227284775,40.22815750765996,66.66666666666666,11,12,PFE,21
7,11077.409348672967,10.774093486729663,-0.08377308930769267,2.0427587704539856,-1.8412949149809066,18.227106900659784,40.909090909090914,12,22,PFE,14
14,13139.801640804884,31.398016408048846,16.138543378879344,1.9676935441783474,-6.640638908959485,56.33435095944166,45.45454545454545,6,11,PFE,14
28,12209.207942643967,22.09207942643967,22.803452517182965,1.7303869750153678,-6.004853452551028,34.90599076784151,66.66666666666666,6,6,PFE,21
14,11669.328224881101,16.693282248811016,14.265696616073864,1.662601768020635,-4.2148360489209775,28.739376029860143,63.63636363636363,10,11,PFE,7
14,11538.62546516824,15.386254651682396,16.645997213995024,1.6415214273677203,-4.889121586593137,26.38824139876799,63.63636363636363,11,11,PFE,1
21,11347.455586625027,13.47455586625026,14.371811352379815,1.4818918910058725,-5.961702218100928,20.878131287200862,75.0,8,8,PFE,1
28,11619.60505476606,16.1960505476606,16.878491262964435,1.4530060837305958,-6.004853452551028,25.252686666104097,66.66666666666666,6,6,PFE,1
14,10998.267160092668,9.982671600926674,25.68195438941885,1.3399936827091157,-4.790277870596038,15.341713104958776,41.66666666666667,8,12,PFE,28
21,11313.466562496575,13.134665624965747,16.45743491596212,1.3139909316733855,-5.961702218100928,20.33543892990364,62.5,7,8,PFE,21
7,11650.826382626232,16.508263826262315,19.705568622532056,1.2089908534055775,-7.256790963521354,27.017250863498976,39.130434782608695,17,23,PFE,28
21,11163.034837021156,11.630348370211552,16.45743491596212,1.191913163270762,-5.961702218100928,17.943339412607372,62.5,7,8,PFE,28
7,11584.583092082321,15.84583092082321,19.705568622532056,1.120555818207886,-7.256790963521342,25.888693696373586,43.47826086956522,19,23,PFE,21
28,11061.443972627369,10.614439726273694,22.803452517182965,1.0440129649658612,-5.961702218100928,16.33696665185336,50.0,4,6,PFE,28
7,10957.488326447377,9.574883264473776,13.990015543176826,0.8645030996135223,-6.519317440044603,16.139957724105635,45.45454545454545,18,22,PFE,7
7,10445.590072674673,4.455900726746731,15.53715849968409,0.43407100813361976,-10.446348252341675,7.394301412031634,45.45454545454545,20,22,PFE,1
21,10361.404558790786,3.614045587907855,13.714140273016007,0.32811849068390814,-11.383841027745733,5.469757253750962,37.5,6,8,PFE,14
28,9315.043106620202,-6.849568933797978,15.17117869668163,-0.9158672992996245,-8.448252286097624,-10.096354250174667,16.666666666666664,2,6,PFE,14
1,9239.893406435689,-7.601065935643114,0.006822151651464381,-16.130091060663965,-7.601065935643103,-12.06108075739487,0.0,79,155,PFE,28
1,9184.771591272218,-8.152284087277817,0.006822151651464381,-17.433454936451465,-8.062049361143053,-12.912403959675277,0.0,85,155,PFE,21
1,9185.482584340216,-8.145174156597845,0.009668879431168342,-17.95237754912685,-8.054932445393892,-13.219560712827894,0.0,85,151,PFE,14
1,9138.76452053588,-8.612354794641197,0.006126886314206104,-18.90837992023629,-8.522572059651424,-13.785683343058485,0.0,90,153,PFE,7
1,9093.681887653467,-9.063181123465325,0.00724474355555671,-20.074236770238866,-8.973841297587793,-14.398132380431761,0.0,95,154,PFE,1
