step_days,final_capital,profit_pct,bh_profit_pct,sharpe,max_dd_pct,cagr_pct,win_rate_pct,n_trades,n_periods,symbol,lookback
14,11892.565328717103,18.925653287171016,23.754768420533455,2.668604272812234,0.0,32.79391223672905,63.63636363636363,7,11,SCHW,14
28,11556.604561483677,15.566045614836765,16.75501139019344,2.3726021310024485,0.0,24.23540484777773,66.66666666666666,4,6,SCHW,14
21,12286.547590426024,22.865475904260247,24.45507346071112,2.3697972424997817,-1.0038700206965734,36.1898685705528,62.5,7,8,SCHW,14
28,11564.11260749109,15.641126074910904,16.395775188381112,2.0826756883410207,-1.5448881793217906,24.356493608673425,50.0,4,6,SCHW,28
28,11571.612599769263,15.716125997692632,16.395775188381112,2.0012871890310873,-3.314555985868628,24.477491731932922,66.66666666666666,6,6,SCHW,1
28,11571.612599769263,15.716125997692632,16.395775188381112,2.0012871890310873,-3.314555985868628,24.477491731932922,66.66666666666666,6,6,SCHW,7
14,11394.523070562163,13.945230705621636,17.369804119069276,1.558641141987025,-4.384544351491149,21.63098620316879,50.0,7,12,SCHW,28
14,11598.672778836239,15.986727788362387,17.369804119069276,1.500753168684134,-8.633385397456694,24.914382224747534,66.66666666666666,12,12,SCHW,1
14,11598.672778836239,15.986727788362387,17.369804119069276,1.500753168684134,-8.633385397456694,24.914382224747534,66.66666666666666,12,12,SCHW,7
21,10267.96994641913,2.6796994641913097,16.512219439293887,1.454118290426895,-0.5045065329158716,4.046358083705948,25.0,3,8,SCHW,21
21,11559.97345772409,15.599734577240909,16.512219439293887,1.2024827482423301,-8.119816927123026,24.289733091868282,50.0,8,8,SCHW,1
21,11559.97345772409,15.599734577240909,16.512219439293887,1.2024827482423301,-8.119816927123026,24.289733091868282,50.0,8,8,SCHW,7
7,11087.90711821256,10.87907118212561,12.716882525131634,1.1971144921609242,-6.43215661394263,17.543695747206023,65.21739130434783,21,23,SCHW,1
28,10466.540789094865,4.665407890948647,16.395775188381112,1.1399836214782175,-1.5448881793217795,7.079110632136576,33.33333333333333,3,6,SCHW,21
7,10625.191658793172,6.251916587931716,12.716882525131634,0.7124671400784498,-8.948528396980748,9.956972730599523,60.86956521739131,21,23,SCHW,7
7,10223.103541436192,2.231035414361915,19.859511437416067,0.43073459396044933,-4.351954268232161,3.676631674836228,36.36363636363637,13,22,SCHW,14
7,10182.695353037612,1.8269535303761186,12.716882525131634,0.3687035989872835,-4.20037625361438,2.874304979340936,39.130434782608695,13,23,SCHW,21
7,9811.008379824087,-1.8899162017591342,12.716882525131634,-0.32843786428374944,-4.20037625361438,-2.942286565323393,30.434782608695656,11,23,SCHW,28
14,9408.799811159397,-5.912001888406026,17.369804119069276,-1.1887190729317196,-7.4448864671711075,-8.735612732137598,25.0,6,12,SCHW,21
1,9295.330747023603,-7.046692529763964,-0.007111039869089897,-14.929513141576978,-6.953578161018736,-11.2016728510689,0.0,73,155,SCHW,28
1,9323.399429669293,-6.766005703307076,-0.007104585770356664,-14.98737767233511,-6.766005703307066,-11.244747836966063,0.0,70,148,SCHW,14
1,9211.99701864752,-7.880029813524803,-0.007111039869089897,-16.770111857030756,-7.787750225996493,-12.492322063689109,0.0,82,155,SCHW,1
1,9203.019226104636,-7.969807738953638,-0.007111039869089897,-16.988804325992067,-7.877618084910032,-12.630933258041576,0.0,83,155,SCHW,7
1,9202.92137374909,-7.970786262509099,-0.007111039869089897,-16.988819176146535,-7.878597588684544,-12.632443567873974,0.0,83,155,SCHW,21
21,10000.0,0.0,16.512219439293887,,0.0,0.0,0.0,0,8,SCHW,28
