symbol,lookback,step_days,profit_pct,sharpe,cagr_pct
AMD,14,28,146.86925414341266,2.17782574590354,287.88278697153225
AMGN,14,14,52.51727456480424,3.1310270100017816,99.51548319476817
AAPL,1,21,35.369818058945235,2.6965974106775867,68.0606428207879
ABBV,7,21,26.374196573737606,3.3587183029229157,42.06516869144179
