step_days,final_capital,profit_pct,bh_profit_pct,sharpe,max_dd_pct,cagr_pct,win_rate_pct,n_trades,n_periods,symbol,lookback
21,12364.32223578952,23.643222357895198,12.308533673669197,1.234340979682418,0.0,37.48504891430991,37.5,3,8,ORCL,28
28,13520.433258675515,35.20433258675515,-10.36187050779066,1.020293186522812,-10.317404083910409,57.21207975831648,33.33333333333333,3,6,ORCL,14
14,12420.093602956471,24.2009360295647,25.558339100922424,0.8274599291332344,-32.07618519300315,42.56814953370285,36.36363636363637,11,11,ORCL,1
21,12210.409640250966,22.104096402509654,22.94808882598227,0.812541643685602,-24.654779220210386,40.82520798020959,57.14285714285714,7,7,ORCL,1
7,11428.847613985607,14.288476139856066,42.180262757459495,0.7240214465229268,-32.956198848583796,25.72821734724964,42.857142857142854,17,21,ORCL,1
7,10969.374517481898,9.693745174818979,-9.028483360078898,0.6477967958999913,-18.80319251459849,16.346183536800886,40.909090909090914,13,22,ORCL,21
7,11302.66087656219,13.026608765621894,17.715868712299667,0.6164501140309971,-25.632182147411953,22.186425292384126,36.36363636363637,15,22,ORCL,14
28,11496.888591852494,14.968885918524943,-0.6802879079474633,0.574205988496506,-34.746331338399536,23.273715072477998,50.0,5,6,ORCL,7
21,10981.76201161998,9.817620116199798,3.6176198562214434,0.5111756776256315,-41.91467489058106,15.082169807095713,50.0,7,8,ORCL,7
14,10796.74556194607,7.967455619460706,-6.083875719582377,0.46644315720895824,-34.79556305919943,13.36506376300839,54.54545454545454,10,11,ORCL,21
21,10823.050325030663,8.230503250306631,9.10449075747426,0.46511606255314464,-38.372129260674946,12.596402991758682,37.5,8,8,ORCL,21
28,10616.376396211115,6.163763962111157,6.810199341781664,0.40703618229277094,-39.24940152947383,9.3866851290773,50.0,6,6,ORCL,21
28,9673.078583535673,-3.269214164643275,-2.6681226276733083,0.25396619706264467,-48.06933622795108,-4.863521041794261,50.0,6,6,ORCL,1
14,9600.806902902581,-3.991930970974189,3.374158965358953,0.07483309564707075,-30.17249617583643,-5.927734625635328,33.33333333333333,8,12,ORCL,28
14,9121.248932963974,-8.787510670360266,15.689492154094452,0.0010265866568204944,-40.192398557034416,-13.973090165053016,36.36363636363637,8,11,ORCL,7
7,8747.27997618147,-12.52720023818531,26.07671942504477,-0.1797573011926271,-41.62826465414122,-19.66900697536009,40.909090909090914,18,22,ORCL,7
21,8002.063884513521,-19.979361154864794,-11.081271512210511,-0.22518462068074133,-47.58052638130093,-28.41813301776419,25.0,5,8,ORCL,14
7,8127.42887800866,-18.7257112199134,16.548713120892188,-0.8435414728234956,-31.958883715842923,-27.713508261292365,26.08695652173913,13,23,ORCL,28
14,8092.674606041689,-19.07325393958311,5.491976775847629,-0.8483205936314827,-31.627329172122607,-29.26974574436153,18.181818181818183,6,11,ORCL,14
28,7013.533503504934,-29.86466496495066,6.379347322519657,-1.0029369846824583,-39.98719524504689,-41.26387195566741,16.666666666666664,4,6,ORCL,28
1,9277.182576069572,-7.228174239304286,9.793837889571222e-05,-15.32073884599417,-7.228174239304286,-11.483365932095213,0.0,75,155,ORCL,28
1,9230.8887984581,-7.691112015419,-0.00024702816648902726,-16.794706414169596,-7.6911120154190105,-12.502467274372886,0.0,80,151,ORCL,7
1,9258.68735882389,-7.413126411761095,0.00011477407309001819,-16.958764705612147,-7.413126411761095,-12.610051399294786,0.0,77,144,ORCL,1
1,9166.461887043608,-8.335381129563924,0.0004114195933047071,-18.89391399755416,-8.335381129563913,-13.773492576800706,0.0,87,148,ORCL,14
1,9111.573687364427,-8.88426312635573,-4.466428105143194e-05,-19.698868710259422,-8.88426312635573,-14.207773404074375,0.0,93,153,ORCL,21
