step_days,final_capital,profit_pct,bh_profit_pct,sharpe,max_dd_pct,cagr_pct,win_rate_pct,n_trades,n_periods,symbol,lookback
28,18735.881605014303,87.35881605014303,88.3751143955274,5.022354221062507,0.0,156.45501729806136,100.0,6,6,GOOGL,7
28,18957.698296357034,89.57698296357033,90.6037393914676,4.557345080398307,0.0,161.02278017452858,100.0,6,6,GOOGL,1
21,18938.75757320023,89.38757573200229,90.79328516197431,4.397657415244838,-0.3650827890337882,160.63169431716798,87.5,8,8,GOOGL,1
14,18026.557773425335,80.26557773425336,82.15644088235123,4.275010927179533,-3.9845848028394637,162.28074452671603,81.81818181818183,11,11,GOOGL,1
14,17726.502948268113,77.26502948268113,79.30651269382419,3.7497025824248214,-4.743332224902963,136.0122802393418,83.33333333333334,12,12,GOOGL,7
7,12687.489924243047,26.874899242430473,47.36781153093064,3.0852882907037107,-1.469470514948723,47.62511649018008,31.818181818181817,8,22,GOOGL,14
7,14495.302460920135,44.95302460920134,69.25491886341702,2.9345311762244046,-1.786775533503293,83.58046314500899,54.54545454545454,16,22,GOOGL,1
28,16512.200179513122,65.12200179513121,85.47639000206438,2.66868569767714,0.0,112.18145221083975,50.0,3,6,GOOGL,14
28,14144.510812045495,41.44510812045495,88.3751143955274,2.624952058565733,0.0,68.2216536923151,50.0,3,6,GOOGL,28
14,14568.121184667074,45.681211846670735,78.62359561408887,2.5447967312657815,-3.9845848028394526,85.09198792761899,45.45454545454545,7,11,GOOGL,21
14,13199.197503439147,31.991975034391462,79.30651269382419,2.483790173809398,-1.003845525805802,51.64262410350273,41.66666666666667,6,12,GOOGL,28
7,15146.44718022382,51.46447180223821,63.9871259267085,2.4761489112541395,-5.920900775326565,91.52503941239458,47.82608695652174,17,23,GOOGL,7
7,14340.511397882823,43.405113978828226,63.9871259267085,2.433192561471298,0.0,75.81571689006023,30.434782608695656,7,23,GOOGL,28
21,12539.448585446857,25.394485854468574,78.83105617533943,2.424222640531834,0.0,40.41634317187797,37.5,3,8,GOOGL,14
21,15244.776833390672,52.44776833390672,76.46758292137096,2.369522029696729,-2.9272799251176984,88.22686404790856,62.5,6,8,GOOGL,7
21,13821.213720763504,38.21213720763503,87.39567401581105,2.221971099511351,-0.3650827890337882,62.487244527129505,50.0,5,8,GOOGL,21
14,13287.623888831235,32.87623888831235,85.23474685501557,2.19745676473338,-1.003845525805802,59.22260187553445,36.36363636363637,5,11,GOOGL,14
28,12831.132611922578,28.311326119225775,84.7600080332218,1.99999982272081,0.0,45.34412786159982,50.0,3,6,GOOGL,21
7,13319.24573484872,33.19245734848722,60.92371075349996,1.9397311811869025,-5.643234729940739,59.8431179857311,36.36363636363637,12,22,GOOGL,21
21,11229.03626288122,12.2903626288122,76.46758292137096,1.8565651674202104,0.0,18.990893737350902,25.0,2,8,GOOGL,28
1,9464.475826488375,-5.355241735116256,0.00013317827094461165,-12.101936621346328,-5.355241735116245,-8.888600792473733,0.0,55,149,GOOGL,14
1,9417.249130744278,-5.827508692557226,0.0005770294449813917,-12.575002554543511,-5.827508692557226,-9.300359005087799,0.0,60,155,GOOGL,28
1,9398.467184675099,-6.015328153249011,0.00038501689498815495,-13.132305943883615,-6.015328153249011,-9.774065094299145,0.0,62,152,GOOGL,21
1,9314.225545908954,-6.85774454091046,0.0005770294449813917,-14.547343388719385,-6.8577445409104705,-10.908024797869531,0.0,71,155,GOOGL,7
1,9240.006619464293,-7.5999338053570735,0.0008618345224808976,-16.57310879651245,-7.5072633856346656,-12.358185867252702,0.0,79,151,GOOGL,1
